Code;Year;CI;HP;Equipment;Automobile
TAP;70;307;200;2B,TH;TR
TAR;70;307;200;2B,MT;TR
TAS;70;307;200;2B,MT;TR
TAT;70;307;200;2B,3S;TR
TAU;70;350;255;4B,MT;TR
TAV;70;350;255;4B,MT;TR
TAW;70;307;200;2B,3S;TR
TAX;70;350;255;4B,TH;TR
TAX;72;350;175;4B,MT;TR
TAY;70;350;255;4B,TH;TR
TAY;72;350;175;4B,MT;TR
TAZ;70;350;255;4B,PG;TR
TBA;70;350;255;4B,TH;TR
TBA;71;350;250;4B,MT;TR
TBA;79;350;165;4B,MT;TR
TBB;70;350;255;4B,MT;TR
TBB;79;350;165;4B,MT;TR
TBC;70;350;255;4B,3S;TR
TBC;71;350;250;4B,TH;TR
TBC;79;350;165;4B,AT;TR
TBD;70;350;255;4B,MT;TR
TBD;71;350;250;4B,MT;TR
TBD;79;350;165;4B,MT;TR
TBE;70;307;200;2B,3S;TR
TBF;70;350;255;4B,3S;TR
TBF;79;350;165;4B,AT;TR
TBG;70;402;310;4B,TH;TR
TBG;71;350;250;4B,TH;TR
TBH;70;402;310;4B,MT;TR
TBH;71;350;250;4B,MT;TR
TBH;79;350;165;4B,MT;TR
TBJ;71;350;250;4B,PG;TR
TBJ;79;350;165;4B,MT;TR
TBJ;82;305;160;4B,MT;TR
TBK;71;350;250;4B,TH;TR
TBK;79;350;165;4B,AT;TR
TBK;82;305;160;4B,MT;TR
TBL;72;350;175;4B,MT;TR
TBL;79;350;165;4B,MT;TR
TBL;82;350;160;4B,MT;TR
TBM;70;307;200;2B,PG;TR
TBM;79;350;165;4B,AT;TR
TBM;82;305;160;4B,MT;TR
TBN;70;307;200;2B,TH350;TR
TBR;79;350;165;4B,MT;TR
TBR;82;305;160;4B,MT;TR
TBS;70;307;200;2B,MT;TR
TBS;71;307;200;2B,MT;TR
TBS;79;350;155;4B,MT;TR
TBS;82;305;160;4B,MT;TR
TBT;79;350;155;4B,AT;TR
TBT;82;305;160;4B,MT;TR
TBU;70;350;255;4B,MT;TR
TBU;79;350;155;4B,MT;TR
TBU;82;305;150;4B,MT;TR
TBV;70;350;255;4B,PG;TR
TBV;71;350;255;4B,PG;TR
TBV;82;305;160;4B,MT;TR
TBW;79;350;155;4B,MT;TR
TBW;82;305;150;4B,MT;TR
TBX;70;350;255;4B,TH350;TR
TBX;71;350;255;4B,TH350;TR
TBX;79;350;155;4B,AT;TR
TBY;70;350;255;4B,TH350;TR
TBY;79;350;155;4B,AT;TR
TBY;82;305;165;4B;TR
TBZ;70;350;255;4B,MT;TR
TBZ;71;350;255;4B,MT;TR
TBZ;79;350;155;4B,MT;TR
TBZ;82;305;160;4B,MT;TR
TC;60;348;230;4B,MT;TR
TC;61;348;230;4B,MT;TR
TC;62;348;230;4B,MT;TR
TC;63;348;230;4B,MT;TR
TC;64;348;230;4B,MT;TR
TCA;73;307;130;2B,AIR,TH400;TR
TCA;82;305;160;4B,MT;TR
TCB;73;307;130;2B,AIR,MT;TR
TCB;82;305;160;4B,MT;TR
TCC;73;307;130;2B,TH400;TR
TCC;82;305;160;4B,MT;TR
TCD;73;307;130;2B,MT;TR
TCD;82;305;160;4B,MT;TR
TCF;82;305;160;4B,MT;TR
TCH;73;307;115;2B,TH350;TR
TCHC;78;350;170;4B,TH350;CA,PN
TCHS;78;350;170;4B,TH350;CA,PN
TCHT;78;350;170;4B,TH350;CA,PN
TCHU;78;350;170;4B,TH350;CA
TCJ;73;307;115;2B,MT;TR
TCK;73;307;130;2B,AIR,MT;TR
TCK;82;305;160;4B;TR
TCL;73;307;130;2B,AIR,TH400;TR
TCL;82;305;160;4B,AIR,MT;TR
TCM;70;366;235;4B,MT;TR
TCM;73;307;130;2B,TH400;TR
TCM;82;305;160;4B,MT;TR
TCR;73;307;130;2B,MT;TR
TCR;82;305;160;4B,MT;TR
TCS;73;307;115;2B,TH350;TR
TCS;82;305;160;4B,MT;TR
TCT;73;307;115;2B,MT;TR
TCT;82;305;160;4B,MT;TR
TCU;73;307;115;2B,AIR,MT;TR
TCU;82;305;160;4B,MT;TR
TCW;73;307;115;2B,AIR,TH350;TR
TCW;82;305;160;4B,AIR,MT;TR
TCX;73;307;115;2B,MT;TR
TCX;82;305;160;4B,MT;TR
TCY;73;307;115;2B,TH350;TR
TCY;82;305;160;4B,MT;TR
TCZ;82;305;160;4B;TR
TD;60;348;230;4B,AT;TR
TD;61;348;230;4B,AT;TR
TD;62;348;220;4B,AT;TR
TD;63;348;220;4B,AT;TR
TD;64;348;220;4B,AT;TR
TDA;72;307;135;2B,MT;TR
TDA;80;350;175;4B,EM,TH350;TR
TDB;72;307;135;2B,MT;TR
TDB;80;350;175;4B,EM,MT;TR
TDD;72;350;175;4B,MT;TR
TDD;80;350;170;4B,MT;TR
TDF;80;350;175;4B,AT;TR
TDG;72;350;175;4B,MT;TR
TDH;72;350;175;4B,MT;TR
TDH;80;350;175;4B,MT;TR
TDJ;72;350;175;4B,TH;TR
TDJ;80;350;175;4B,AT;TR
TDK;72;350;175;4B,TH;TR
TDK;80;350;175;4B,MT;TR
TDL;72;307;135;2B,TH;TR
TDL;80;350;175;4B,AT;TR
TDM;80;350;175;4B,MT;TR
TDP;72;307;135;2B,TH;TR
TDR;72;350;175;4B,TH;TR
TDR;80;350;170;4B,AT,CE;TR
TDS;80;350;170;4B,MT;TR
TDT;72;307;135;2B,MT;TR
TDT;80;350;170;4B,AT,CE;TR
TDU;80;350;175;4B,MT;TR
TDW;72;350;175;2B,MT;TR
TDW;80;350;170;4B,AT;TR
TDX;72;307;135;2B,TH350;TR
TDY;72;350;175;4B,TH350;TR
TDY;73;350;155;4B,AIR,MT;TR
TDY;80;350;170;4B,AT,CE;TR
TE;60;348;230;4B,AT;TR
TE;61;348;230;4B,AT;TR
TE;62;348;220;4B,AT;TR
TE;63;348;220;4B,AT;TR
TE;64;348;220;4B,AT;TR
TF;60;348;230;4B,MT;TR
TF;61;348;230;4B,MT;TR
TF;62;348;220;4B,MT;TR
TF;63;348;220;4B,MT;TR
TF;64;348;220;4B,MT;TR
TFA;72;350;175;4B,MT;TR
TFA;80;350;170;4B,MT;TR
TFA;82;350;165;4B,MT;TR
TFB;72;350;175;4B,AIR,TH350;TR
TFB;80;350;175;4B,MT;TR
TFB;82;350;165;4B,MT;TR
TFC;82;350;165;4B,MT;TR
TFD;72;350;175;4B,TH;TR
TFD;82;350;165;4B,MT;TR
TFF;82;350;165;4B,MT;TR
TFH;72;350;175;4B,MT;TR
TFH;80;350;165;4B,MT;TR
TFJ;72;350;175;4B,TH;TR
TFJ;79;350;165;4B,AT;TR
TFJ;82;350;165;4B,TH350;TR
TFK;79;350;165;4B,AT;TR
TFK;82;350;165;4B,MT;TR
TFL;79;350;165;4B,MT;TR
TFL;82;350;165;4B,MT;TR
TFM;79;350;165;4B,AT;TR
TFM;82;350;165;4B,TH350;TR
TFR;79;350;165;4B,AT;TR
TFS;79;350;165;4B,MT;TR
TFS;82;350;165;4B,MT;TR
TFT;79;350;165;4B,AT;TR
TFU;79;350;165;4B,MT;TR
TFU;82;350;165;4B,MT;TR
TFW;79;350;165;4B,AT;TR
TFW;82;350;160;4B,TH350;TR
TFX;79;350;165;4B,MT;TR
TFX;82;350;160;4B,MT;TR
TFY;79;350;165;4B,MT;TR
TFY;82;350;160;4B,MT;TR
TFZ;79;350;165;4B,AT;TR
TFZ;82;350;160;4B,MT;TR
TGH;82;350;165;4B,MT;TR
TGJ;82;350;165;4B,MT;TR
TGK;82;350;165;4B,MT;TR
TGM;82;350;165;4B,MT;TR
TH;78;305;135;2B,TH350;FB
THA;71;307;200;2B,MT;TR
THA;77;350;165;4B,MT;TR
THA;82;350;160;4B,MT;TR
THB;72;402;210;4B,FWD,TH400;TR
THB;77;350;165;4B,MT;TR
THB;82;350;160;4B,MT;TR
THC;71;307;200;2B,TH;TR
THC;82;350;160;4B,MT;TR
THD;71;307;200;2B,MT;TR
THD;82;350;160;4B,MT;TR
THF;82;350;160;4B,MT;TR
THG;71;307;200;2B,TH350;TR
THH;71;307;200;2B,MT;TR
THH;82;350;160;4B,MT;TR
THJ;82;350;160;4B,MT;TR
THK;71;307;200;2B,TH;TR
THK;82;350;160;4B,MT;TR
THL;71;307;200;2B,TH;TR
THL;82;350;160;4B,MT;TR
THM;82;350;160;4B,MT;TR
THP;71;307;200;2B,TH;TR
THR;71;307;200;2B,MT;TR
THR;82;350;160;4B,MT;TR
THS;71;307;200;2B,TH;TR
THS;82;350;160;4B,MT;TR
THT;82;350;160;4B,MT;TR
THW;85;350;165;4B,MT;TR
THX;82;350;2B;TR
THY;82;350;2B;TR
THZ;85;350;165;4B,MT;TR
TJ;78;305;145;2B,TH350;FB
TJA;73;350;175;4B;TR
TJA;74;350;155;4B,MT;TR
TJB;73;350;175;4B,MT;TR
TJB;74;350;155;4B,MT;TR
TJC;73;350;175;4B,MT;TR
TJC;74;350;155;4B,MT;TR
TJD;74;350;155;4B,MT;TR
TJE;75;350;145;2B,AT;TR
TJG;75;350;145;2B,AT;TR
TJH;73;350;175;4B,MT;TR
TJH;76;350;165;4B,MT;TR
TJJ;73;350;155;4B,MT;TR
TJJ;76;350;165;4B,MT;TR
TJK;73;350;155;4B,MT;TR
TJK;76;350;165;4B,AT;TR
TJL;73;350;155;4B,TH400;TR
TJL;76;350;165;4B,AT;TR
TJM;73;350;175;4B,MT;TR
TJM;74;350;160;4B,MT;TR
TJN;75;350;145;2B,MT;TR
TJP;72;307;135;2B,TH;TR
TJR;72;307;135;2B,MT;TR
TJR;73;350;175;4B,MT;TR
TJR;77;350;165;4B,MT;TR
TJS;72;307;135;2B,TH;TR
TJS;73;350;175;4B,TH350;TR
TJS;77;350;165;4B,TH350;TR
TJS;79;350;165;4B,AT;TR
TJT;72;307;135;2B,MT;TR
TJT;73;350;175;4B,TH350;TR
TJT;79;350;165;4B,AT;TR
TJU;73;350;175;4B,TH350;TR
TJU;74;350;160;4B,AIR,TH350;TR
TJW;72;307;135;2B,TH350;TR
TJW;73;350;155;4B,AIR,MT;TR
TJW;74;350;160;4B,MT;TR
TJW;80;350;165;4B,AT;TR
TJX;72;307;135;2B,MT;TR
TJX;73;350;175;4B,TH400;TR
TJX;78;350;165;4B,MT;TR
TJY;73;350;175;4B,AIR,TH350;TR
TJY;74;350;160;4B,AT;TR
TJY;78;350;165;4B,MT;TR
TJZ;73;350;175;4B,TH350;TR
TK;78;305;145;2B,TH350;FB
TKA;71;402;300;4B,MT;TR
TKA;72;402;210;4B,MT;TR
TKA;76;350;165;4B,AT;TR
TKA;78;350;165;4B,AT;TR
TKA;80;350;170;4B,MT;TR
TKA;82;454;210;4B,MT;TR
TKB;71;402;300;4B,TH;TR
TKB;72;402;210;4B,TH;TR
TKB;76;350;165;4B,AT;TR
TKB;77;350;165;4B,AT;TR
TKB;79;350;165;4B,MT;TR
TKB;82;454;210;4B;TR
TKC;76;350;165;4B,MT;TR
TKC;77;350;165;4B,MT;TR
TKC;79;350;165;4B,AT;TR
TKC;82;454;210;4B,MT;TR
TKD;76;350;165;4B,AT;TR
TKD;77;350;165;4B,AT;TR
TKD;80;350;170;4B,MT;TR
TKD;82;454;210;4B,MT;TR
TKE;75;350;145;2B,MT;TR
TKF;75;350;145;2B,AT;TR
TKF;76;350;145;2B,AT;TR
TKF;78;350;165;4B,MT;TR
TKF;82;454;210;4B,MT;TR
TKG;75;350;145;2B,AT;TR
TKG;76;350;145;2B,AT;TR
TKH;76;350;165;4B,MT;TR
TKH;78;350;165;4B,AT;TR
TKH;80;350;170;4B,MT;TR
TKH;82;454;210;4B;MR
TKH;82;454;210;4B,MT;TR
TKK;78;350;165;4B,MT;TR
TKK;80;350;170;4B,AT;TR
TKL;74;350;160;4B,AT;TR
TKL;78;350;165;4B,MT;TR
TKL;80;350;170;4B,AT;TR
TKM;72;402;210;4B,MT;TR
TKM;74;350;160;4B,MT;TR
TKM;78;350;165;4B,MT;TR
TKM;80;350;170;4B,AT;TR
TKN;75;350;160;4B,MT;TR
TKO;76;350;165;4B,AT;TR
TKR;74;350;160;4B,AT;TR
TKR;78;350;165;4B,MT;TR
TKR;80;350;170;4B,AT;TR
TKS;74;350;160;4B,TH350;TR
TKS;78;350;165;4B,MT;TR
TKS;80;350;170;4B,AT;TR
TKT;74;350;160;4B,TH350;TR
TKT;78;350;165;4B,MT;TR
TKT;80;350;170;4B,AT;TR
TKU;74;350;160;4B,TH350;TR
TKU;78;350;165;4B,MT;TR
TKU;80;350;170;4B,AT,CE;TR
TKW;72;402;210;4B,MT;TR
TKW;74;350;160;4B,AT;TR
TKW;78;350;165;4B,FWD,MT;TR
TKX;72;402;210;4B,TH;TR
TKX;74;350;160;4B,MT;TR
TKX;78;350;165;4B,FWD,MT;TR
TKY;74;350;160;4B,AT;TR
TKY;78;350;165;4B,FWD,MT;TR
TKY;80;350;175;4B,MT;TR
TKZ;78;350;165;4B,FWD,MT;TR
TKZ;80;350;170;4B,MT;TR
TLA;78;400;175;4B,FWD,TH400;TR
TLB;72;307;135;2B,MT;TR
TLB;78;400;175;4B,FWD,TH400;TR
TLB;80;400;185;4B,AT;TR
TLC;78;400;175;4B,FWD,TH400;TR
TLC;80;400;185;4B,AT;TR
TLD;72;350;175;4B,FWD,MT;TR
TLD;75;400;175;4B,TH400;TR
TLD;76;400;175;4B,TH400;TR
TLD;77;400;175;4B,TH400;TR
TLD;79;400;185;4B,TH400;TR
TLF;78;400;175;4B,TH400;TR
TLH;75;400;175;4B,TH400;TR
TLH;76;400;175;4B,TH400;TR
TLH;77;400;175;4B,TH400;TR
TLH;79;400;185;4B,TH400;TR
TLJ;78;400;175;4B,FWD,TH400;TR
TLK;80;400;170;4B,AT,CE;TR
TLL;76;400;175;4B,FWD,TH400;TR
TLL;77;400;175;4B,FWD,TH400;TR
TLL;79;400;185;4B,AT;TR
TLM;72;402;210;4B,TH;TR
TLM;75;400;175;4B,FWD,TH400;TR
TLM;76;400;175;4B,FWD,TH400;TR
TLM;77;400;175;4B,FWD,TH400;TR
TLM;79;400;185;4B,AT;TR
TLR;72;307;135;2B,TH400;TR
TLR;75;400;175;4B,FWD,TH400;TR
TLR;76;400;175;4B,FWD,TH400;TR
TLR;77;400;175;4B,FWD,TH400;TR
TLR;79;400;175;4B,AT;TR
TLS;75;400;175;4B,FWD,TH400;TR
TLS;76;400;175;4B,FWD,TH400;TR
TLS;77;400;175;4B,FWD,TH400;TR
TLS;79;400;175;4B,AT;TR
TLT;75;400;175;4B,FWD,TH400;TR
TLT;76;400;175;4B,FWD,TH400;TR
TLT;77;400;175;4B,FWD,TH400;TR
TLT;79;400;175;4B,AT;TR
TLU;75;400;175;4B,FWD,TH400;TR
TLU;76;400;175;4B,FWD,TH400;TR
TLU;77;400;175;4B,FWD,TH400;TR
TLU;79;400;175;4B,AT;TR
TLW;72;350;175;4B,MT;TR
TLW;78;400;175;4B,FWD,TH400;TR
TLW;80;400;170;4B,AT,CE;TR
TLX;72;350;175;4B,TH400;TR
TLX;78;400;175;4B,TH400;TR
TLX;80;400;185;4B,AT;TR
TLY;78;400;175;4B,TH400;TR
TLY;80;400;185;4B,AT;TR
TLZ;78;400;175;4B,TH400;TR
TLZ;80;350;165;4B,MT;TR
TM;78;305;145;2B,TH350;PN
TMA;74;350;160;4B,TH350;TR
TMA;80;350;165;4B,MT;TR
TMB;70;350;215;2B,MT;TR
TMB;71;307;200;2B;TR
TMB;74;350;160;4B,TH400;TR
TMB;79;350;165;4B,AT;TR
TMC;70;366;235;4B,MT;TR
TMC;74;350;160;4B,TH400;TR
TMC;79;350;165;4B,AT;TR
TMD;70;366;235;4B,MT;TR
TMD;74;350;160;4B,MT;TR
TMD;77;350;160;2B;TR
TMD;79;350;165;4B,AT;TR
TME;75;350;160;4B,MT;TR
TMF;70;366;235;4B,MT;TR
TMF;75;350;160;4B,MT;TR
TMF;79;350;165;4B,MT;TR
TMG;70;366;235;4B,MT;TR
TMG;75;350;160;4B,AT;TR
TMH;70;366;235;4B,MT;TR
TMH;79;350;165;4B,AT;TR
TMI;70;427;260;4B,MT;TR
TMJ;70;350;255;4B,TH;TR
TMJ;80;350;170;4B,MT;TR
TMK;74;350;145;2B,AT;TR
TMK;80;350;170;4B,CE,MT;TR
TML;74;350;145;2B,MT;TR
TML;80;350;170;4B,CE,MT;TR
TMM;74;350;145;2B,AT;TR
TMM;80;350;170;4B,AT;TR
TMN;79;350;165;4B,AT;TR
TMR;74;350;145;2B,MT;TR
TMR;80;350;170;4B,AT;TR
TMS;80;350;170;4B,AT,CE;TR
TMT;74;350;160;2B,MT;TR
TMT;75;350;160;2B,MT;TR
TMT;76;350;160;2B,MT;TR
TMT;77;350;160;2B,MT;TR
TMT;80;350;170;4B,CE,TH350;TR
TMU;74;350;160;2B,AT;TR
TMU;75;350;160;2B,AT;TR
TMU;76;350;160;2B,AT;TR
TMU;77;350;160;2B,AT;TR
TMU;80;350;170;4B,MT;TR
TMW;74;350;160;2B,AT;TR
TMW;75;350;160;2B,AT;TR
TMW;76;350;160;2B,AT;TR
TMW;77;350;160;2B,AT;TR
TMX;74;350;160;2B,MT;TR
TMX;75;350;160;2B,MT;TR
TMX;76;350;160;2B,MT;TR
TMX;77;350;160;2B,MT;TR
TMY;74;350;160;2B,AT;TR
TMY;75;350;160;2B,AT;TR
TMZ;74;350;160;2B,AT;TR
TMZ;75;350;160;2B,AT;TR
TMZ;76;350;160;2B,AT;TR
TNS;70;307;200;2B,AIR,MT;TR
TNT;70;350;255;4B,PG;TR
TPB;71;307;200;2B,MT;TR
TPB;89;350;210;MT,TBI;TR
TPC;71;307;200;2B,MT;TR
TPC;89;350;210;MT,TBI;TR
TPD;89;350;210;MT,TBI;TR
TPF;89;350;210;MT,TBI;TR
TPK;89;350;210;MT,TBI;TR
TPL;89;350;210;MT,TBI;TR
TPM;89;350;210;MT,TBI;TR
TPN;89;350;210;MT,TBI;TR
TPR;89;350;210;MT,TBI;TR
TPS;89;350;210;FWD,MT,TBI;TR
TPW;89;350;210;FWD,MT,TBI;TR
TPX;89;350;210;FWD,MT,TBI;TR
TPY;89;350;210;MT,TBI;TR
TPZ;89;350;210;MT,TBI;TR
TR;78;305;145;2B,TH350;PN
TRA;72;307;135;2B,MT;TR
TRA;73;454;240;4B,AIR,MT;TR
TRA;77;454;250;4B;TR
TRA;89;350;210;MT,TBI;TR
TRB;73;454;240;4B,AIR,TH400;TR
TRB;77;454;250;4B,MT;TR
TRC;73;350;155;4B,FWD,MT;TR
TRC;77;454;245;4B,FWD,MT;TR
TRC;80;454;225;4B,MT;TR
TRD;72;350;175;4B,MT;TR
TRD;77;454;245;4B,FWD,MT;TR
TRF;78;454;245;4B,AT;TR
TRF;80;454;225;4B,AT;TR
TRG;72;350;175;4B;TR
TRH;72;350;175;4B,MT;TR
TRH;73;454;240;4B,TH400;TR
TRH;74;454;230;4B,TH400;TR
TRH;78;454;245;4B,MT;TR
TRH;80;454;225;4B,MT;TR
TRJ;72;350;175;4B,TH;TR
TRJ;73;454;240;4B,MT;TR
TRJ;74;454;230;4B,MT;TR
TRJ;78;454;245;4B;TR
TRK;72;350;175;4B,MT;TR
TRK;73;350;155;4B,MT;TR
TRK;78;454;245;4B,FWD,MT;TR
TRK;81;454;210;4B,MT;TR
TRL;72;350;175;4B,TH;TR
TRL;73;454;240;4B,AIR,TH400;TR
TRL;74;454;230;4B,AIR,TH400;TR
TRL;78;454;245;4B,FWD,MT;TR
TRL;81;454;210;4B,AT;TR
TRM;74;350;145;2B,MT;TR
TRM;78;454;245;4B,MT;TR
TRM;89;350;210;MT,TBI;TR
TRN;89;350;210;MT,TBI;TR
TRP;89;350;210;MT,TBI;TR
TRR;73;350;155;2B,MT;TR
TRR;79;350;165;4B,AT,HA;TR
TRR;79;454;205;4B,AT;TR
TRS;72;350;175;2B,MT;TR
TRS;79;350;165;4B,AT,HA;TR
TRS;79;454;205;4B,TH400;TR
TRT;74;454;230;4B,TH400;TR
TRT;79;454;210;4B,MT;TR
TRU;74;454;230;4B,TH400;TR
TRU;79;454;205;4B,AT;TR
TRW;74;454;230;4B,FWD,TH400;TR
TRW;79;454;210;4B,FWD,TH400;TR
TRX;74;454;230;4B,AT,FWD;TR
TRX;79;454;245;4B;MR
TRX;79;454;210;4B,AT,FWD;TR
TRY;75;454;245;4B,TH400;TR
TRY;78;454;245;4B,MT;TR
TRZ;75;454;215;4B,TH400;TR
TRZ;76;454;250;4B,MT;TR
TRZ;77;454;245;4B,MT;TR
TRZ;79;350;165;4B,HA,MT;TR
TRZ;79;454;205;4B,MT;TR
TS;78;305;145;2B,TH350;GP
TSA;75;454;215;4B,TH400;TR
TSA;76;454;250;4B,MT;TR
TSA;77;454;245;4B,MT;TR
TSB;75;454;215;4B,AT,FWD;TR
TSB;78;454;245;4B,MT;TR
TSC;75;454;215;4B,MT;TR
TSC;76;454;240;4B,MT;TR
TSC;77;454;245;4B,MT;TR
TSC;82;350;165;4B,TH350;TR
TSD;75;454;215;4B,MT;TR
TSD;76;454;240;4B,MT;TR
TSD;77;454;245;4B,MT;TR
TSD;82;350;165;4B,TH350;TR
TSF;78;454;245;4B,MT;TR
TSF;82;350;165;4B,TH350;TR
TSH;75;454;215;4B,AT;TR
TSH;78;454;245;4B,MT;TR
TSH;82;350;165;4B,TH350;TR
TSJ;72;307;135;2B,TH;TR
TSJ;75;454;215;4B,AT;TR
TSJ;78;454;245;4B,MT;TR
TSJ;82;350;165;4B,TH350;TR
TSK;75;454;215;4B,AT;TR
TSK;76;454;240;4B;TR
TSK;77;454;245;4B,MT;TR
TSK;82;350;165;4B,TH350;TR
TSL;75;454;215;4B,AT;TR
TSL;76;454;240;4B,MT;TR
TSL;77;454;245;4B,MT;TR
TSM;75;454;215;4B,AT;TR
TSM;76;454;240;4B;TR
TSM;77;454;245;4B,MT;TR
TSP;72;307;135;2B,TH;TR
TSR;72;307;135;2B,MT;TR
TSR;77;454;250;4B,TH400;TR
TSS;72;307;135;2B,MT;TR
TSS;78;454;245;4B,MT;TR
TST;78;454;245;4B,MT;TR
TSU;78;454;245;4B,MT;TR
TT;78;305;145;2B,TH350;GP
TTA;82;350;160;4B;TR
TTA;85;305;160;4B,MT;TR
TTB;80;400;170;4B,AT;TR
TTB;82;350;160;4B,TH350;TR
TTB;85;305;160;4B;TR
TTC;80;400;170;4B,AT,CE;TR
TTC;82;350;160;4B,TH350;TR
TTD;82;350;160;4B,TH350;TR
TTF;82;350;160;4B;TR
TTF;85;305;160;4B,MT;TR
TTH;82;350;160;4B;TR
TTH;85;305;160;4B,MT;TR
TTJ;79;400;175;4B,AT;TR
TTJ;85;305;160;4B,MT;TR
TTM;75;350;160;4B,MT;TR
TTM;76;350;165;4B,MT;TR
TTM;77;350;165;4B,MT;TR
TTM;79;400;175;4B,AT,CE;TR
TTO;70;350;215;2B,MT;TR
TTP;70;350;215;2B,MT;TR
TTP;85;305;160;4B,MT;TR
TTQ;70;350;215;2B,MT;TR
TTR;70;350;215;2B,MT;TR
TTR;79;400;185;4B,EM,TH400;TR
TTR;85;305;160;4B,MT;TR
TTS;70;350;215;2B,MT;TR
TTS;85;305;160;4B,MT;TR
TTT;70;350;215;2B,MT;TR
TTU;70;350;215;2B,MT;TR
TTV;70;350;215;2B,MT;TR
TTW;70;366;235;4B,MT;TR
TTX;70;366;235;4B,MT;TR
TTZ;70;427;260;4B,MT;TR
TU;78;305;145;2B,TH350;GP
TW;78;305;145;2B,TH350;GP
TWA;74;350;160;2B,MT;TR
TWA;75;350;160;2B,MT;TR
TWA;76;350;160;2B,MT;TR
TWA;77;350;160;2B,MT;TR
TWA;89;305;175;MT,TBI;TR
TWB;74;350;160;2B,AT;TR
TWB;75;350;160;2B,AT;TR
TWB;76;350;160;2B,AT;TR
TWB;77;350;160;2B,AT;TR
TWB;89;305;175;MT,TBI;TR
TWC;74;350;160;2B,MT;TR
TWC;75;350;160;2B,MT;TR
TWC;76;350;160;2B,MT;TR
TWC;77;350;160;2B,MT;TR
TWD;74;350;160;2B,LP,MT;TR
TWD;89;305;175;MT,TBI;TR
TWF;77;350;165;4B,TH350;TR
TWF;89;305;175;MT,TBI;TR
TWJ;77;350;165;4B,TH350;TR
TWJ;78;350;165;4B,TH350;TR
TWK;76;350;165;4B,TH350;TR
TWK;77;350;165;4B,TH350;TR
TWK;78;350;165;4B,TH350;TR
TWT;77;350;165;4B,TH350;TR
TWU;77;350;165;4B,TH350;TR
TWV;77;350;165;4B,TH350;TR
TWW;78;350;165;4B,TH350;TR
TWX;78;350;165;4B,TH350;TR
TWY;78;350;165;4B,TH350;TR
TWZ;78;350;165;4B,TH350;TR
TX;78;305;145;2B,TH350;GP
TXA;75;350;160;4B,MT;TR
TXA;76;350;165;4B,TH350;TR
TXA;77;350;165;4B,TH350;TR
TXA;89;454;230;MT,TBI;TR
TXB;75;350;160;4B,MT;TR
TXB;76;350;165;4B,TH350;TR
TXB;77;350;165;4B,TH350;TR
TXB;89;454;230;MT,TBI;TR
TXC;75;350;160;4B,MT;TR
TXC;76;350;165;4B,TH350;TR
TXC;77;350;165;4B,TH350;TR
TXD;75;350;160;4B,MT;TR
TXD;76;350;165;4B,MT;TR
TXD;77;350;165;4B,MT;TR
TXF;89;454;230;MT,TBI;TR
TXH;75;350;160;4B,AT;TR
TXH;76;350;165;4B,AT;TR
TXH;77;350;165;4B,AT;TR
TXJ;75;350;160;4B,MT;TR
TXJ;76;350;165;4B,MT;TR
TXJ;77;350;165;4B,MT;TR
TXK;75;350;160;4B,MT;TR
TXK;76;350;165;4B,MT;TR
TXK;77;350;165;4B,MT;TR
TXL;75;350;160;4B,AT;TR
TXL;76;350;165;4B,AT;TR
TXL;77;350;165;4B,AT;TR
TXM;75;350;160;4B,FWD,MT;TR
TXM;76;350;165;4B,AIR,TH350;TR
TXM;77;350;165;4B,FWD,TH350;TR
TXR;75;350;160;4B,FWD,MT;TR
TXR;76;350;165;4B,AIR,TH350;TR
TXR;77;350;165;4B,FWD,TH350;TR
TXS;75;350;160;4B,FWD,MT;TR
TXS;76;350;165;4B,AIR,TH350;TR
TXS;77;350;165;4B,FWD,TH350;TR
TXT;75;350;160;4B,FWD,MT;TR
TXT;76;350;165;4B,AIR,TH350;TR
TXT;77;350;165;4B,FWD,TH350;TR
TXU;75;350;160;4B,FWD,MT;TR
TXU;77;350;165;4B,FWD,TH350;TR
TXW;75;350;160;4B,FWD,MT;TR
TXW;77;350;165;4B,FWD,TH350;TR
TXX;75;350;160;4B,FWD,MT;TR
TXX;76;350;160;4B,AIR,TH350;TR
TXX;77;350;165;4B,TH350;TR
TXY;75;350;160;4B,FWD,MT;TR
TXY;76;350;160;4B,AIR,TH350;TR
TXY;77;350;165;4B,TH350;TR
TXZ;78;350;165;4B,TH350;TR
TY;78;305;145;2B,TH350;PN
TYA;75;350;145;2B,MT;TR
TYA;76;350;145;2B,MT;TR
TYA;78;350;165;4B,TH350;TR
TYA;80;305;135;2B,MT;TR
TYB;78;350;165;4B,MT;TR
TYB;80;305;135;2B,AT;TR
TYC;75;350;145;4B,MT;TR
TYC;76;350;145;4B,MT;TR
TYC;77;350;145;4B,MT;TR
TYC;78;350;165;4B,TH350;TR
TYD;75;350;160;4B,MT;TR
TYD;78;350;165;4B,AT;TR
TYF;78;350;165;4B,TH350;TR
TYH;78;350;165;4B,MT;TR
TYJ;75;350;160;4B,MT;TR
TYJ;78;350;165;4B,MT;TR
TYK;78;350;165;4B,AT;TR
TYL;78;350;165;4B,TH350;TR
TYM;78;350;165;4B,TH350;TR
TYP;79;305;140;2B,MT;TR
TYR;75;350;160;4B,AT;TR
TYR;76;350;165;4B,AT;TR
TYR;77;350;165;4B,AT;TR
